City_Code,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,Age
C4,Rented,Individual,No,X3,5.0,1.0,21,18760.0,0,71
C16,Owned,Individual,No,X3,5.0,3.0,13,6528.0,1,24
C18,Owned,Individual,No,X1,5.0,3.0,21,5112.0,0,28
C2,Owned,Joint,No,X4,10.0,3.0,15,19373.2,1,48
C5,Rented,Individual,No,X1,1.0,1.0,22,7370.0,1,22
C2,Owned,Individual,No,X2,8.0,3.0,18,23066.0,0,75
C5,Rented,Individual,No,X2,1.0,4.0,1,8610.0,0,25
C14,Owned,Joint,No,X5,7.0,4.0,17,27678.0,0,75
C15,Owned,Individual,No,X2,4.0,1.0,19,7980.0,0,31
C3,Owned,Joint,Yes,X5,5.0,3.0,19,27840.0,1,47
C1,Owned,Individual,No,X2,9.0,4.0,18,23142.0,0,75
C6,Owned,Individual,No,X1,4.0,3.0,22,8652.0,0,43
C14,Owned,Joint,Yes,X2,9.0,3.0,1,15444.0,0,51
C21,Owned,Individual,No,X5,11.0,1.0,13,8764.0,0,32
C3,Rented,Individual,No,X2,15.0,3.0,21,12880.0,0,36
C3,Owned,Individual,No,X6,15.0,2.0,13,17520.0,0,72
C6,Owned,Individual,No,X2,5.0,3.0,20,7032.0,0,27
C6,Rented,Individual,No,X1,2.0,1.0,15,10602.0,1,25
C3,Owned,Individual,No,X2,3.0,3.0,2,15064.0,0,66
C19,Rented,Joint,Yes,X2,2.0,3.0,19,15232.0,0,25
C3,Rented,Individual,No,X4,4.0,2.0,16,9366.0,0,35
C2,Rented,Individual,No,X4,2.0,4.0,22,18456.0,0,58
C1,Owned,Individual,No,X5,11.0,4.0,17,9728.0,1,37
C6,Owned,Individual,No,X4,15.0,3.0,7,14448.0,0,59
C1,Owned,Joint,Yes,X1,15.0,1.0,17,29988.0,1,68
C1,Rented,Individual,No,X3,4.0,1.0,12,16328.0,0,47
C5,Rented,Individual,No,X2,6.0,3.0,20,17524.0,0,45
C13,Rented,Individual,No,X2,5.0,3.0,10,9114.0,0,24
C10,Rented,Individual,No,X3,5.0,3.0,13,4736.0,0,26
C2,Owned,Joint,Yes,X4,6.0,4.0,3,23148.0,0,50
C2,Rented,Individual,No,X4,4.0,3.0,21,20352.0,1,75
C1,Owned,Individual,No,X3,1.0,4.0,21,20196.0,0,72
C1,Owned,Individual,No,X5,4.0,4.0,13,9536.0,0,39
C6,Rented,Individual,No,X1,1.0,1.0,18,12380.0,0,36
C3,Rented,Joint,Yes,X1,9.0,3.0,14,25776.0,0,75
C2,Rented,Individual,No,X4,5.0,3.0,18,10576.0,0,28
C11,Owned,Individual,No,X1,5.0,3.0,16,15132.0,0,51
C4,Owned,Individual,No,X1,1.0,3.0,16,17920.0,0,51
C3,Rented,Individual,No,X1,1.0,1.0,2,11440.0,0,39
C1,Owned,Individual,No,X1,5.0,3.0,18,11088.0,1,21
C11,Owned,Joint,No,X2,5.0,2.0,1,17901.0,0,46
C27,Owned,Individual,No,X1,9.0,3.0,18,14472.0,0,49
C2,Rented,Individual,No,X1,5.0,3.0,3,17948.0,0,75
C2,Owned,Individual,No,X3,6.0,3.0,22,20026.0,1,75
C3,Rented,Individual,No,X4,5.0,3.0,13,11268.0,1,45
C1,Rented,Individual,No,X1,5.0,3.0,22,11344.0,1,46
C7,Rented,Individual,No,X6,5.0,3.0,21,7872.0,0,23
C1,Rented,Individual,No,X2,5.0,3.0,19,8400.0,1,18
C6,Owned,Individual,No,X1,5.0,3.0,18,7584.0,1,22
C6,Rented,Individual,No,X1,3.0,3.0,14,10044.0,0,28
C1,Owned,Individual,No,X5,2.0,3.0,5,15096.0,0,50
C7,Owned,Individual,No,X3,2.0,1.0,15,13608.0,1,45
C1,Owned,Individual,No,X5,15.0,4.0,17,20230.0,0,66
C2,Rented,Individual,No,X1,3.0,3.0,14,12606.0,0,52
C2,Owned,Individual,No,X1,13.0,4.0,22,15096.0,0,59
C10,Owned,Individual,No,X4,5.0,3.0,11,12680.0,0,34
C7,Owned,Individual,No,X1,5.0,2.0,20,6140.0,0,34
C2,Owned,Individual,No,X1,14.0,4.0,17,24192.0,0,71
C2,Rented,Individual,No,X6,5.0,3.0,22,13680.0,0,45
C14,Rented,Individual,No,X3,5.0,3.0,13,13684.0,0,52
C14,Rented,Individual,No,X1,5.0,3.0,18,6520.0,0,27
C3,Rented,Individual,No,X1,2.0,4.0,2,8148.0,0,23
C17,Owned,Individual,No,X4,5.0,3.0,22,3822.0,0,24
C20,Owned,Individual,No,X1,5.0,3.0,6,15904.0,0,75
C6,Rented,Individual,No,X4,5.0,3.0,20,17082.0,1,58
C11,Owned,Joint,Yes,X1,8.0,3.0,2,17040.0,0,53
C3,Owned,Individual,No,X1,2.0,1.0,19,13158.0,0,35
C6,Rented,Individual,No,X1,5.0,3.0,2,8246.0,0,25
C18,Rented,Individual,No,X4,2.0,1.0,19,18424.0,0,54
C2,Rented,Individual,No,X1,15.0,3.0,3,15792.0,0,67
C16,Rented,Individual,No,X3,5.0,3.0,2,16530.0,1,75
C21,Rented,Individual,No,X2,1.0,1.0,19,10864.0,0,23
C3,Owned,Joint,Yes,X4,5.0,3.0,16,18930.0,1,40
C19,Rented,Individual,No,X1,5.0,3.0,1,10048.0,0,20
C24,Owned,Individual,No,X3,15.0,1.0,16,10976.0,0,49
C1,Owned,Individual,No,X1,15.0,3.0,8,15004.0,0,52
C1,Rented,Joint,No,X3,3.0,3.0,20,19818.0,0,52
C35,Owned,Individual,No,X2,15.0,3.0,21,16464.0,0,61
C34,Rented,Individual,No,X1,1.0,2.0,6,4128.0,0,24
C4,Rented,Individual,No,X3,5.0,3.0,14,8610.0,0,22
C4,Owned,Individual,No,X1,1.0,3.0,21,16276.0,0,47
C28,Owned,Individual,No,X3,1.0,1.0,19,13700.0,1,53
C8,Rented,Individual,No,X2,5.0,3.0,21,11772.0,0,53
C2,Rented,Individual,No,X3,2.0,3.0,22,10784.0,1,25
C1,Rented,Individual,No,X1,1.0,1.0,18,19208.0,0,75
C19,Owned,Individual,No,X9,7.0,2.0,1,12060.0,0,36
C16,Owned,Individual,No,X1,7.0,3.0,22,16072.0,0,69
C7,Owned,Joint,Yes,X1,9.0,1.0,1,21504.0,0,56
C33,Owned,Individual,No,X4,8.0,1.0,13,12826.0,1,55
C8,Owned,Individual,No,X3,15.0,4.0,15,9504.0,1,48
C4,Owned,Individual,No,X1,5.0,3.0,18,8330.0,0,24
C10,Rented,Individual,No,X1,2.0,3.0,18,6560.0,0,25
C7,Owned,Individual,No,X3,7.0,2.0,19,18944.0,0,73
C2,Owned,Individual,No,X1,9.0,3.0,21,21454.0,1,75
C13,Rented,Individual,No,X1,5.0,3.0,1,6600.0,0,20
C22,Owned,Individual,No,X2,4.0,2.0,20,12760.0,0,41
C7,Owned,Joint,Yes,X3,5.0,3.0,20,27776.0,1,75
C11,Owned,Individual,No,X1,1.0,2.0,12,11480.0,1,33
C1,Owned,Individual,No,X3,10.0,3.0,5,18944.0,1,68
C29,Rented,Individual,No,X1,5.0,3.0,6,4848.0,1,26
C2,Rented,Individual,No,X1,7.0,3.0,11,17472.0,0,58
C16,Owned,Joint,Yes,X1,15.0,4.0,9,27072.0,0,59
C2,Owned,Individual,No,X1,10.0,3.0,18,13178.0,0,54
C14,Rented,Individual,No,X1,2.0,3.0,18,23370.0,0,75
C23,Rented,Individual,No,X1,4.0,3.0,4,7380.0,1,30
C1,Rented,Joint,Yes,X2,7.0,1.0,8,13272.0,0,33
C1,Owned,Individual,No,X1,2.0,1.0,19,18304.0,0,66
C11,Rented,Joint,Yes,X6,5.0,3.0,20,15480.0,0,22
C26,Rented,Individual,No,X1,5.0,3.0,21,4254.0,0,22
C14,Rented,Individual,No,X4,7.0,3.0,18,7692.0,0,31
C3,Owned,Individual,No,X1,5.0,3.0,18,17070.0,1,69
C16,Owned,Individual,No,X5,15.0,2.0,20,11740.0,0,50
C1,Owned,Joint,No,X3,15.0,3.0,21,27648.0,0,45
C15,Owned,Individual,No,X3,6.0,1.0,19,18508.0,0,75
C2,Owned,Individual,No,X3,5.0,3.0,3,16744.0,0,51
C24,Owned,Individual,No,X2,6.0,1.0,1,13104.0,0,42
C6,Rented,Joint,Yes,X2,2.0,1.0,22,18030.0,1,45
C8,Rented,Individual,No,X1,5.0,3.0,21,9828.0,0,22
C8,Owned,Individual,No,X1,2.0,3.0,12,13596.0,1,61
C4,Owned,Joint,Yes,X1,8.0,3.0,5,18944.0,1,41
C9,Rented,Individual,No,X2,5.0,3.0,22,11448.0,1,48
C16,Rented,Joint,Yes,X2,5.0,3.0,16,10548.0,0,24
C27,Rented,Individual,No,X1,5.0,3.0,6,11592.0,0,42
C10,Owned,Individual,No,X1,6.0,3.0,21,14168.0,0,40
C4,Rented,Individual,No,X1,1.0,1.0,17,8988.0,0,42
C19,Rented,Individual,No,X1,5.0,3.0,19,7140.0,0,20
C8,Rented,Joint,No,X2,5.0,3.0,2,24024.0,0,49
C29,Rented,Individual,No,X1,5.0,3.0,4,13068.0,0,35
C1,Rented,Individual,No,X4,6.0,1.0,19,10848.0,0,39
C1,Owned,Individual,No,X2,4.0,2.0,21,7170.0,0,24
C2,Owned,Individual,No,X3,5.0,3.0,21,12474.0,0,61
C1,Rented,Individual,No,X1,5.0,3.0,5,14630.0,0,53
C8,Owned,Individual,No,X1,5.0,3.0,16,6400.0,0,24
C1,Owned,Individual,No,X1,5.0,3.0,22,7764.0,0,23
C6,Owned,Individual,No,X1,15.0,3.0,17,16184.0,0,50
C5,Owned,Individual,No,X1,3.0,2.0,1,12700.0,0,57
C2,Rented,Individual,No,X1,5.0,3.0,3,8160.0,0,20
C4,Rented,Individual,No,X2,5.0,3.0,5,6290.0,0,25
C12,Owned,Joint,Yes,X1,5.0,3.0,16,19764.0,0,48
C3,Owned,Individual,No,X3,1.0,1.0,18,17212.0,0,52
C6,Owned,Individual,No,X2,10.0,3.0,20,15936.0,0,50
C1,Rented,Individual,No,X2,1.0,4.0,18,16056.0,0,65
C1,Owned,Individual,No,X1,5.0,3.0,19,10024.0,0,20
C2,Owned,Individual,No,X2,13.0,2.0,20,11056.0,1,40
C5,Owned,Joint,Yes,X1,5.0,3.0,17,10735.2,0,27
C2,Owned,Individual,No,X1,15.0,3.0,18,15184.0,0,48
C6,Rented,Individual,No,X1,2.0,2.0,21,15470.0,0,55
C3,Rented,Individual,No,X3,5.0,3.0,15,5400.0,1,19
C9,Rented,Individual,No,X1,5.0,3.0,21,11232.0,1,22
C6,Owned,Individual,No,X3,2.0,3.0,21,20928.0,1,61
C5,Owned,Joint,Yes,X1,9.0,1.0,1,20873.6,0,39
C15,Owned,Joint,Yes,X4,5.0,3.0,16,15168.0,0,35
C10,Owned,Individual,No,X1,15.0,4.0,18,16772.0,0,62
C16,Owned,Joint,Yes,X1,5.0,3.0,2,17388.0,0,36
C2,Rented,Individual,No,X4,5.0,3.0,18,6690.0,1,23
C26,Owned,Individual,No,X1,3.0,1.0,19,12546.0,0,35
C32,Owned,Individual,No,X2,11.0,3.0,21,15418.0,0,71
C2,Owned,Joint,Yes,X4,13.0,4.0,22,32034.8,0,75
C4,Owned,Individual,No,X4,4.0,3.0,18,11196.0,1,30
C16,Owned,Joint,Yes,X4,5.0,3.0,1,8719.2,0,28
C4,Rented,Individual,No,X4,5.0,3.0,16,7430.0,0,18
C9,Owned,Joint,Yes,X2,8.0,4.0,4,7104.0,0,29
C2,Owned,Individual,No,X3,15.0,4.0,17,20026.0,0,65
C6,Rented,Individual,No,X3,2.0,2.0,22,10384.0,0,22
C9,Rented,Individual,No,X3,5.0,3.0,15,6050.0,1,32
C1,Owned,Joint,Yes,X3,5.0,3.0,22,25242.0,0,61
C2,Rented,Individual,No,X2,5.0,3.0,21,15048.0,1,43
C1,Owned,Individual,No,X2,5.0,3.0,16,21114.0,0,65
C1,Owned,Individual,No,X4,15.0,3.0,22,15260.0,0,66
C1,Rented,Individual,No,X1,10.0,3.0,21,9450.0,0,31
C29,Rented,Individual,No,X3,5.0,3.0,4,3630.0,0,21
C1,Owned,Individual,No,X1,5.0,1.0,19,17304.0,0,73
C1,Rented,Individual,No,X2,5.0,3.0,19,4110.0,1,20
C35,Rented,Individual,No,X1,5.0,3.0,9,6680.0,0,20
C6,Rented,Individual,No,X1,5.0,3.0,15,4832.0,0,22
C21,Owned,Joint,Yes,X3,5.0,3.0,17,18120.0,0,35
C4,Rented,Individual,No,X3,5.0,3.0,19,11168.0,0,21
C2,Owned,Individual,No,X2,5.0,3.0,21,13040.0,0,39
C10,Rented,Individual,No,X1,1.0,1.0,16,4380.0,0,21
C8,Rented,Individual,No,X1,5.0,3.0,22,4548.0,0,23
C28,Owned,Joint,No,X2,5.0,3.0,18,15478.4,0,25
C2,Owned,Joint,Yes,X2,8.0,3.0,17,14246.4,1,40
C16,Rented,Individual,No,X4,4.0,1.0,1,8912.0,0,30
C15,Owned,Joint,Yes,X1,5.0,3.0,22,23808.0,1,49
C2,Owned,Joint,Yes,X1,1.0,4.0,22,21648.0,0,57
C2,Rented,Individual,No,X1,2.0,2.0,22,14600.0,1,36
C2,Owned,Individual,No,X6,2.0,3.0,18,15470.0,0,60
C4,Owned,Individual,No,X2,5.0,3.0,18,22752.0,0,75
C14,Owned,Individual,No,X1,5.0,3.0,8,20416.0,0,64
C23,Rented,Individual,No,X1,5.0,3.0,18,5264.0,1,22
C4,Rented,Individual,No,X1,5.0,3.0,22,9408.0,0,25
C3,Rented,Individual,No,X1,2.0,4.0,18,5096.0,0,26
C9,Owned,Individual,No,X6,1.0,3.0,15,15808.0,1,60
C2,Rented,Individual,No,X1,2.0,3.0,18,6810.0,0,30
C2,Rented,Individual,No,X1,5.0,3.0,15,7872.0,0,20
C10,Owned,Individual,No,X1,4.0,2.0,18,11024.0,0,25
C3,Rented,Individual,No,X2,2.0,1.0,10,8650.0,0,22
C1,Owned,Joint,Yes,X3,5.0,3.0,21,33426.0,0,75
C2,Owned,Individual,No,X4,8.0,3.0,11,12700.0,0,54
C4,Owned,Individual,No,X6,5.0,3.0,12,8008.0,1,22
C29,Owned,Individual,No,X1,4.0,3.0,20,12100.0,0,34
C8,Rented,Individual,No,X1,5.0,3.0,21,5328.0,0,22
C1,Owned,Joint,No,X3,5.0,3.0,16,24533.6,0,48
C4,Owned,Individual,No,X1,4.0,3.0,16,14454.0,0,54
C1,Owned,Joint,Yes,X2,13.0,4.0,21,32130.0,0,75
C3,Owned,Individual,No,X5,5.0,3.0,20,17736.0,0,55
C7,Owned,Individual,No,X4,5.0,3.0,19,8764.0,0,25
C2,Rented,Joint,Yes,X4,5.0,3.0,22,20882.4,0,51
C19,Owned,Individual,No,X1,2.0,1.0,1,11740.0,0,47
C3,Owned,Individual,No,X4,5.0,3.0,2,8232.0,0,34
C9,Rented,Individual,No,X1,5.0,3.0,22,9888.0,0,26
C13,Owned,Individual,No,X5,5.0,3.0,17,9184.0,0,37
C7,Owned,Individual,No,X2,15.0,3.0,18,13046.0,1,40
C5,Owned,Joint,Yes,X2,5.0,3.0,5,11222.4,0,36
C21,Owned,Individual,No,X1,2.0,3.0,22,14304.0,1,51
C3,Owned,Individual,No,X1,1.0,1.0,2,21090.0,0,63
C5,Owned,Individual,No,X3,5.0,3.0,5,11088.0,1,41
C1,Owned,Individual,No,X1,4.0,1.0,16,16094.0,0,70
C1,Owned,Joint,Yes,X2,11.0,3.0,21,33894.4,1,72
C1,Owned,Individual,No,X4,15.0,2.0,16,15366.0,0,71
C11,Rented,Individual,No,X2,15.0,2.0,17,16416.0,0,58
C3,Owned,Individual,No,X1,5.0,3.0,2,17184.0,0,74
C17,Rented,Joint,Yes,X2,2.0,1.0,1,15271.2,0,30
C1,Rented,Individual,No,X4,13.0,4.0,17,10624.0,0,39
C20,Rented,Individual,No,X2,5.0,3.0,21,9632.0,0,26
C34,Rented,Individual,No,X1,2.0,1.0,15,11680.0,1,58
C1,Owned,Individual,No,X1,5.0,3.0,5,10336.0,0,24
C1,Owned,Individual,No,X2,4.0,2.0,17,15120.0,0,58
C7,Owned,Joint,Yes,X1,3.0,3.0,22,23128.0,0,65
C2,Owned,Individual,No,X3,5.0,3.0,14,18256.0,0,67
C7,Owned,Individual,No,X4,3.0,3.0,22,14064.0,1,51
C4,Rented,Individual,No,X1,4.0,1.0,21,9792.0,0,46
C5,Rented,Individual,No,X1,5.0,3.0,13,11196.0,1,41
C6,Rented,Individual,No,X1,1.0,3.0,17,8918.0,1,32
C3,Rented,Individual,No,X1,5.0,3.0,16,7030.0,0,19
C3,Owned,Individual,No,X5,6.0,1.0,21,10710.0,0,34
C14,Rented,Individual,No,X1,5.0,3.0,15,5940.0,1,30
C13,Rented,Individual,No,X1,2.0,2.0,17,7560.0,0,22
C2,Rented,Individual,No,X2,5.0,3.0,3,5368.0,0,26
C6,Rented,Individual,No,X2,5.0,3.0,22,9086.0,0,22
C17,Owned,Individual,No,X5,8.0,1.0,15,16920.0,1,68
C9,Rented,Individual,No,X3,5.0,3.0,20,4134.0,1,22
C11,Owned,Individual,No,X1,4.0,2.0,20,16510.0,1,57
C24,Rented,Individual,No,X4,5.0,3.0,15,12500.0,1,30
C3,Rented,Individual,No,X1,5.0,3.0,21,23184.0,0,74
C1,Owned,Individual,No,X1,5.0,2.0,19,19872.0,0,70
C2,Rented,Individual,No,X1,3.0,2.0,3,15240.0,0,40
C2,Owned,Joint,No,X1,6.0,3.0,15,20922.0,1,63
C5,Owned,Individual,No,X1,5.0,3.0,10,7980.0,0,24
C23,Owned,Individual,No,X4,1.0,3.0,18,7188.0,0,28
C2,Rented,Individual,No,X6,5.0,3.0,3,6830.0,0,22
C8,Rented,Individual,No,X3,3.0,1.0,19,9366.0,0,34
C1,Owned,Individual,No,X4,15.0,4.0,17,19260.0,0,75
C7,Owned,Joint,Yes,X1,10.0,1.0,15,14958.0,1,54
C17,Owned,Individual,No,X4,4.0,1.0,16,13618.0,0,58
C20,Owned,Individual,No,X2,11.0,3.0,6,12408.0,1,40
C1,Owned,Individual,No,X1,6.0,3.0,16,15596.0,0,63
C22,Rented,Individual,No,X3,5.0,3.0,18,11840.0,0,31
C5,Rented,Individual,No,X6,5.0,3.0,7,11178.0,0,26
C3,Owned,Individual,No,X1,5.0,3.0,22,11682.0,1,41
C2,Owned,Individual,No,X6,5.0,3.0,22,22536.0,0,71
C1,Owned,Joint,Yes,X1,5.0,3.0,19,21747.0,0,48
C3,Owned,Individual,No,X3,11.0,2.0,17,7524.0,1,31
C3,Owned,Individual,No,X2,3.0,1.0,15,20570.0,1,67
C4,Rented,Individual,No,X3,4.0,3.0,19,6600.0,0,25
C10,Owned,Individual,No,X1,15.0,4.0,18,13420.0,0,48
C12,Rented,Individual,No,X2,5.0,3.0,20,12780.0,0,29
C24,Owned,Individual,No,X1,1.0,1.0,1,12700.0,0,48
C13,Owned,Individual,No,X1,5.0,3.0,4,7620.0,0,23
C3,Rented,Individual,No,X3,3.0,2.0,18,8016.0,0,24
C1,Owned,Individual,No,X5,5.0,3.0,14,14208.0,1,66
C2,Owned,Individual,No,X4,9.0,3.0,3,14586.0,0,45
C7,Owned,Individual,No,X4,1.0,2.0,13,8708.0,0,41
C3,Rented,Individual,No,X1,1.0,4.0,18,7992.0,1,22
C7,Rented,Individual,No,X6,4.0,1.0,20,8554.0,0,44
C3,Rented,Individual,No,X1,5.0,3.0,18,6880.0,0,26
C15,Rented,Individual,No,X1,1.0,3.0,22,15360.0,0,63
C5,Owned,Joint,No,X2,5.0,3.0,1,21436.8,0,47
C2,Rented,Individual,No,X1,5.0,3.0,14,20272.0,1,61
C9,Owned,Individual,No,X1,5.0,3.0,21,19958.0,0,74
C8,Rented,Individual,No,X1,5.0,3.0,12,3522.0,0,23
C16,Rented,Individual,No,X4,5.0,3.0,15,3486.0,0,21
C1,Owned,Joint,Yes,X1,3.0,3.0,16,22058.4,0,67
C3,Rented,Individual,No,X1,5.0,3.0,16,3900.0,0,22
C2,Rented,Individual,No,X4,4.0,2.0,22,16920.0,1,41
C30,Owned,Individual,No,X2,15.0,3.0,18,15360.0,1,65
C6,Rented,Individual,No,X1,5.0,3.0,13,3420.0,0,24
C4,Rented,Individual,No,X1,5.0,3.0,2,4792.0,0,19
C12,Rented,Joint,Yes,X1,5.0,3.0,4,21168.0,0,44
C2,Rented,Joint,No,X1,10.0,3.0,13,17696.0,1,35
C3,Owned,Joint,Yes,X4,2.0,3.0,16,15850.8,0,52
C19,Owned,Individual,No,X1,5.0,3.0,16,6000.0,0,22
C7,Owned,Individual,No,X1,1.0,1.0,1,13156.0,0,43
C24,Rented,Individual,No,X1,5.0,3.0,2,13970.0,0,35
C3,Rented,Individual,No,X2,5.0,3.0,9,7764.0,0,24
C9,Owned,Individual,No,X1,5.0,3.0,6,16094.0,0,58
C22,Rented,Individual,No,X3,5.0,3.0,17,8160.0,0,19
C18,Owned,Joint,Yes,X2,5.0,3.0,1,26112.0,0,64
C2,Owned,Individual,No,X4,15.0,4.0,21,13020.0,0,38
C11,Owned,Joint,Yes,X2,5.0,3.0,20,22422.4,0,43
C26,Rented,Individual,No,X1,1.0,3.0,18,12114.0,0,26
C13,Rented,Individual,No,X1,1.0,3.0,18,19552.0,1,74
C2,Rented,Individual,No,X1,11.0,2.0,21,7356.0,0,36
C11,Owned,Joint,Yes,X1,15.0,2.0,20,20493.2,0,69
C3,Rented,Individual,No,X1,5.0,3.0,18,5800.0,0,21
C2,Owned,Individual,No,X2,6.0,3.0,18,18180.0,0,66
C1,Owned,Joint,Yes,X1,9.0,3.0,18,27984.0,1,75
C15,Rented,Individual,No,X1,3.0,1.0,22,12366.0,1,29
C2,Rented,Individual,No,X4,3.0,2.0,12,6920.0,1,32
C1,Owned,Joint,Yes,X4,5.0,3.0,22,37497.6,1,70
C13,Owned,Individual,No,X1,1.0,3.0,17,13332.0,0,45
C5,Rented,Individual,No,X2,13.0,2.0,20,12780.0,1,57
C2,Owned,Individual,No,X1,7.0,4.0,21,10864.0,0,41
C10,Rented,Individual,No,X1,5.0,3.0,21,10080.0,0,23
C1,Owned,Joint,Yes,X1,15.0,1.0,16,25126.4,0,70
C2,Owned,Individual,No,X1,15.0,3.0,17,14690.0,0,55
C33,Rented,Individual,No,X2,5.0,3.0,16,8010.0,0,20
C3,Owned,Joint,Yes,X2,5.0,3.0,18,25536.0,0,59
C15,Rented,Individual,No,X1,5.0,3.0,16,12780.0,0,32
C12,Rented,Individual,No,X4,5.0,3.0,20,4062.0,0,22
C1,Owned,Individual,No,X3,3.0,1.0,19,17528.0,0,70
C3,Owned,Individual,No,X6,4.0,1.0,2,9424.0,0,48
C1,Rented,Individual,No,X1,5.0,3.0,5,12240.0,1,26
C17,Rented,Individual,No,X1,11.0,1.0,16,12460.0,0,33
C2,Owned,Individual,No,X1,11.0,3.0,22,17472.0,0,68
C2,Owned,Individual,No,X3,9.0,2.0,17,8904.0,0,32
C9,Owned,Individual,No,X1,12.0,3.0,4,11700.0,0,37
C11,Owned,Joint,Yes,X1,15.0,3.0,20,17648.4,0,63
C6,Rented,Individual,No,X3,1.0,1.0,2,7896.0,0,29
C3,Owned,Individual,No,X1,1.0,1.0,16,6080.0,0,30
C6,Owned,Individual,No,X1,5.0,3.0,15,6972.0,0,23
C5,Rented,Individual,No,X2,11.0,3.0,18,7644.0,0,32
C10,Rented,Individual,No,X3,4.0,4.0,18,20864.0,0,68
C14,Owned,Individual,No,X1,5.0,3.0,21,10386.0,0,44
C8,Rented,Individual,No,X1,5.0,3.0,16,6630.0,1,21
C2,Owned,Individual,No,X2,1.0,4.0,18,10890.0,1,44
C1,Owned,Individual,No,X1,15.0,2.0,20,22500.0,1,70
C1,Owned,Individual,No,X4,15.0,3.0,16,18360.0,0,69
C2,Owned,Individual,No,X5,15.0,2.0,20,16952.0,1,53
C14,Rented,Individual,No,X4,4.0,2.0,21,17430.0,0,55
C1,Owned,Individual,No,X3,9.0,4.0,16,20808.0,0,75
C3,Owned,Individual,No,X3,5.0,3.0,17,9696.0,0,28
C9,Rented,Joint,Yes,X6,5.0,3.0,16,28851.2,1,63
C26,Owned,Joint,Yes,X6,2.0,2.0,12,32531.2,0,73
C2,Owned,Individual,No,X1,4.0,1.0,21,4696.0,0,27
C1,Owned,Individual,No,X2,5.0,3.0,21,21210.0,0,68
C23,Rented,Individual,No,X1,5.0,3.0,13,11740.0,0,57
C3,Owned,Individual,No,X1,15.0,3.0,2,17850.0,0,56
C4,Owned,Joint,No,X1,6.0,3.0,14,10617.6,0,37
C4,Rented,Individual,No,X1,5.0,3.0,2,6290.0,0,18
C6,Rented,Individual,No,X3,1.0,3.0,20,10566.0,0,28
C2,Owned,Joint,Yes,X1,4.0,3.0,21,21803.6,0,61
C8,Owned,Individual,No,X1,9.0,3.0,10,8512.0,0,39
C6,Owned,Individual,No,X2,9.0,3.0,1,15316.0,0,75
C7,Rented,Individual,No,X3,5.0,3.0,16,7090.0,0,21
C1,Owned,Joint,No,X1,7.0,4.0,7,23500.8,0,58
C2,Owned,Individual,No,X1,5.0,3.0,18,10832.0,1,26
C2,Rented,Individual,No,X1,5.0,3.0,11,9240.0,0,22
C2,Owned,Individual,No,X2,4.0,4.0,22,10890.0,1,51
C8,Rented,Individual,No,X1,3.0,3.0,6,21386.0,1,75
C27,Rented,Individual,No,X5,5.0,3.0,10,14976.0,0,50
C16,Owned,Joint,Yes,X1,15.0,3.0,18,19723.2,0,43
C5,Owned,Joint,Yes,X1,2.0,3.0,18,14133.0,0,42
C1,Owned,Individual,No,X2,11.0,3.0,19,12500.0,0,54
C2,Rented,Individual,No,X1,5.0,3.0,3,5296.0,0,20
C2,Rented,Individual,No,X1,3.0,4.0,17,5312.0,0,27
C11,Owned,Individual,No,X1,15.0,2.0,20,13090.0,1,51
C1,Owned,Joint,Yes,X1,5.0,3.0,22,21240.0,0,69
C2,Owned,Joint,Yes,X1,6.0,4.0,15,37372.8,0,75
C21,Rented,Individual,No,X1,6.0,2.0,13,4424.0,0,28
C1,Owned,Individual,No,X4,5.0,3.0,17,19380.0,0,63
C32,Rented,Individual,No,X4,5.0,3.0,4,7824.0,0,25
C7,Rented,Joint,Yes,X1,9.0,2.0,20,22644.0,0,43
C6,Owned,Individual,No,X4,4.0,3.0,21,13750.0,0,41
C3,Rented,Individual,No,X5,15.0,2.0,17,9920.0,0,40
C23,Rented,Joint,Yes,X2,10.0,3.0,18,15484.0,1,42
C3,Owned,Individual,No,X3,6.0,2.0,2,14894.0,0,39
C2,Owned,Individual,No,X1,5.0,3.0,18,14200.0,0,45
C9,Owned,Individual,No,X1,7.0,3.0,22,11080.0,0,43
C1,Rented,Individual,No,X6,1.0,2.0,13,9136.0,0,27
C3,Rented,Individual,No,X2,5.0,3.0,21,4452.0,0,20
C9,Rented,Individual,No,X2,5.0,3.0,22,13354.0,0,62
C1,Rented,Individual,No,X2,5.0,3.0,16,5352.0,0,25
C2,Rented,Individual,No,X3,15.0,3.0,22,14240.0,1,36
C3,Rented,Individual,No,X1,5.0,3.0,7,4272.0,0,22
C7,Rented,Individual,No,X5,6.0,3.0,14,11500.0,0,50
C2,Rented,Individual,No,X2,5.0,3.0,22,10724.0,0,21
C3,Rented,Individual,No,X3,6.0,3.0,21,9968.0,0,33
C11,Owned,Individual,No,X3,7.0,2.0,16,9226.0,1,29
C3,Owned,Individual,No,X2,1.0,1.0,13,7944.0,0,33
C20,Owned,Individual,No,X2,5.0,3.0,10,15808.0,0,63
C6,Rented,Individual,No,X1,2.0,2.0,13,7756.0,0,25
C7,Owned,Individual,No,X1,2.0,1.0,2,19414.0,0,75
